"male_properties"
"L2_African_Eyes_SizeZ_min"
"L2_African_Eyes_Size_max"
"L2_African_Eyes_Size_min"
"L2_African_Eyes_TypeAlmond_max"
"L2_African_Eyes_TypeAlmond_min"
"L2_African_Eyes_TypeHooded_max"
"L2_African_Eyes_TypeHooded_min"
"L2_African_Eyes_innerSinus_max"
"L2_African_Eyes_innerSinus_min"
"L2_African_Face_Ellipsoid_max"
"L2_African_Face_Ellipsoid_min"
"L2_African_Face_Parallelepiped_max"
"L2_African_Face_Parallelepiped_min"
"L2_African_Face_Triangle_max"
"L2_African_Face_Triangle_min"
"L2_African_Forehead_Angle_max"
"L2_African_Forehead_Angle_min"
"L2_African_Forehead_Curve_max"
"L2_African_Forehead_Curve_min"
"L2_African_Forehead_SizeX_max"
"L2_African_Forehead_SizeX_min"
"L2_African_Forehead_SizeZ_max"
"L2_African_Forehead_SizeZ_min"
"L2_African_Forehead_Temple_max"
"L2_African_Forehead_Temple_min"
"L2_African_Head_CraniumDolichocephalic_max"
"L2_African_Head_CraniumDolichocephalic_min"
"L2_African_Head_CraniumPentagonoides_max"
"L2_African_Head_CraniumPentagonoides_min"
"L2_African_Head_CraniumPlatycephalus_max"
"L2_African_Head_CraniumPlatycephalus_min"
"L2_African_Head_Flat_max"
"L2_African_Head_Flat_min"
"L2_African_Head_Nucha_max"
"L2_African_Head_Nucha_min"
"L2_African_Jaw_Angle2_max"
"L2_African_Jaw_Angle2_min"
"L2_African_Jaw_Angle_max"
"L2_African_Jaw_Angle_min"
"L2_African_Jaw_LocY_max"
"L2_African_Jaw_LocY_min"
"L2_African_Jaw_Prominence_max"
"L2_African_Jaw_Prominence_min"
"L2_African_Jaw_ScaleX_max"
"L2_African_Jaw_ScaleX_min"
"L2_African_Mouth_CornersPosZ_max"
"L2_African_Mouth_CornersPosZ_min"
"L2_African_Mouth_LowerlipExt_max"
"L2_African_Mouth_LowerlipExt_min"
"L2_African_Mouth_LowerlipSizeZ_max"
"L2_African_Mouth_LowerlipSizeZ_min"
"L2_African_Mouth_LowerlipVolume_max"
"L2_African_Mouth_LowerlipVolume_min"
"L2_African_Mouth_PhiltrumProminence_max"
"L2_African_Mouth_PhiltrumProminence_min"
"L2_African_Mouth_PhiltrumSizeX_max"
"L2_African_Mouth_PhiltrumSizeX_min"
"L2_African_Mouth_PhiltrumSizeY_max"
"L2_African_Mouth_PhiltrumSizeY_min"
"L2_African_Mouth_PosY_max"
"L2_African_Mouth_PosY_min"
"L2_African_Mouth_PosZ_max"
"L2_African_Mouth_PosZ_min"
"L2_African_Mouth_Protusion_max"
"L2_African_Mouth_Protusion_min"
"L2_African_Mouth_SideCrease_max"
"L2_African_Mouth_SideCrease_min"
"L2_African_Mouth_SizeX_max"
"L2_African_Mouth_SizeX_min"
"L2_African_Mouth_UpperlipExt_max"
"L2_African_Mouth_UpperlipExt_min"
"L2_African_Mouth_UpperlipSizeZ_max"
"L2_African_Mouth_UpperlipSizeZ_min"
"L2_African_Mouth_UpperlipVolume_max"
"L2_African_Mouth_UpperlipVolume_min"
"L2_African_Nose_BallSizeX_max"
"L2_African_Nose_BallSizeX_min"
"L2_African_Nose_BasePosZ_max"
"L2_African_Nose_BasePosZ_min"
"L2_African_Nose_BaseShape_max"
"L2_African_Nose_BaseShape_min"
"L2_African_Nose_BaseSizeX_max"
"L2_African_Nose_BaseSizeX_min"
"L2_African_Nose_BaseSizeZ_max"
"L2_African_Nose_BaseSizeZ_min"
"L2_African_Nose_BridgeSizeX_max"
"L2_African_Nose_BridgeSizeX_min"
"L2_African_Nose_Curve_max"
"L2_African_Nose_Curve_min"
"L2_African_Nose_GlabellaPosZ_max"
"L2_African_Nose_GlabellaPosZ_min"
"L2_African_Nose_GlabellaSizeX_max"
"L2_African_Nose_GlabellaSizeX_min"
"L2_African_Nose_GlabellaSizeY_max"
"L2_African_Nose_GlabellaSizeY_min"
"L2_African_Nose_NostrilCrease_max"
"L2_African_Nose_NostrilCrease_min"
"L2_African_Nose_NostrilDiam_max"
"L2_African_Nose_NostrilDiam_min"
"L2_African_Nose_NostrilPosZ_max"
"L2_African_Nose_NostrilPosZ_min"
"L2_African_Nose_NostrilSizeX_max"
"L2_African_Nose_NostrilSizeX_min"
"L2_African_Nose_NostrilSizeY_max"
"L2_African_Nose_NostrilSizeY_min"
"L2_African_Nose_NostrilSizeZ_max"
"L2_African_Nose_NostrilSizeZ_min"
"L2_African_Nose_PosY_max"
"L2_African_Nose_PosY_min"
"L2_African_Nose_SeptumFlat_max"
"L2_African_Nose_SeptumFlat_min"
"L2_African_Nose_SeptumRolled_max"
"L2_African_Nose_SeptumRolled_min"
"L2_African_Nose_SizeY_max"
"L2_African_Nose_SizeY_min"
"L2_African_Nose_TipAngle_max"
"L2_African_Nose_TipAngle_min"
"L2_African_Nose_TipPosY_max"
"L2_African_Nose_TipPosY_min"
"L2_African_Nose_TipPosZ_max"
"L2_African_Nose_TipPosZ_min"
"L2_African_Nose_TipSize_max"
"L2_African_Nose_TipSize_min"
"L2_African_Nose_WingAngle_max"
"L2_African_Nose_WingAngle_min"
"L2_African_Nose_WingBackFlat_max"
"L2_African_Nose_WingBump_max"
"L2_African_Nose_WingBump_min"
"L2_Anime_Arms_ForearmMass-ForearmTone_min-max"
"L2_Anime_Arms_UpperarmMass-UpperarmTone_max-min"
"L2_Anime_Arms_UpperarmMass-UpperarmTone_min-min"
"L2_Anime_Body_Size_min"
"L2_Anime_Cheeks_CreaseExt_max"
"L2_Anime_Cheeks_CreaseExt_min"
"L2_Anime_Cheeks_InfraVolume_max"
"L2_Anime_Cheeks_InfraVolume_min"
"L2_Anime_Cheeks_Mass-Tone_max-max"
"L2_Anime_Cheeks_Mass-Tone_max-min"
"L2_Anime_Cheeks_Mass-Tone_min-max"
"L2_Anime_Cheeks_Mass-Tone_min-min"
"L2_Anime_Cheeks_SideCrease_max"
"L2_Anime_Cheeks_SideCrease_min"
"L2_Anime_Cheeks_ZygomPosZ_max"
"L2_Anime_Cheeks_ZygomPosZ_min"
"L2_Anime_Cheeks_Zygom_max"
"L2_Anime_Cheeks_Zygom_min"
"L2_Anime_Chin_Cleft_max"
"L2_Anime_Chin_Cleft_min"
"L2_Anime_Chin_Prominence_max"
"L2_Anime_Chin_Prominence_min"
"L2_Anime_Chin_SizeX_max"
"L2_Anime_Chin_SizeX_min"
"L2_Anime_Chin_SizeZ_max"
"L2_Anime_Chin_SizeZ_min"
"L2_Anime_Chin_Tone_max"
"L2_Anime_Chin_Tone_min"
"L2_Anime_Ears_Lobe_max"
"L2_Anime_Ears_Lobe_min"
"L2_Anime_Ears_LocY_max"
"L2_Anime_Ears_LocY_min"
"L2_Anime_Ears_LocZ_max"
"L2_Anime_Ears_LocZ_min"
"L2_Anime_Ears_RotX_max"
"L2_Anime_Ears_RotX_min"
"L2_Anime_Ears_Round_max"
"L2_Anime_Ears_Round_min"
"L2_Anime_Ears_SizeX_max"
"L2_Anime_Ears_SizeX_min"
"L2_Anime_Ears_SizeY_max"
"L2_Anime_Ears_SizeY_min"
"L2_Anime_Ears_SizeZ_max"
"L2_Anime_Ears_SizeZ_min"
"L2_Anime_Eyebrows_Angle_max"
"L2_Anime_Eyebrows_Angle_min"
"L2_Anime_Eyebrows_Droop_max"
"L2_Anime_Eyebrows_Droop_min"
"L2_Anime_Eyebrows_PosZ_max"
"L2_Anime_Eyebrows_PosZ_min"
"L2_Anime_Eyebrows_Ridge_max"
"L2_Anime_Eyebrows_Ridge_min"
"L2_Anime_Eyebrows_SizeY_max"
"L2_Anime_Eyebrows_SizeY_min"
"L2_Anime_Eyebrows_Tone_max"
"L2_Anime_Eyebrows_Tone_min"
"L2_Anime_Eyelids_Angle_max"
"L2_Anime_Eyelids_Angle_min"
"L2_Anime_Eyelids_Crease_max"
"L2_Anime_Eyelids_Crease_min"
"L2_Anime_Eyelids_InnerPosZ_max"
"L2_Anime_Eyelids_InnerPosZ_min"
"L2_Anime_Eyelids_LowerCurve_max"
"L2_Anime_Eyelids_LowerCurve_min"
"L2_Anime_Eyelids_MiddlePosZ_max"
"L2_Anime_Eyelids_MiddlePosZ_min"
"L2_Anime_Eyelids_OuterPosZ_max"
"L2_Anime_Eyelids_OuterPosZ_min"
"L2_Anime_Eyelids_SizeZ_max"
"L2_Anime_Eyelids_SizeZ_min"
"L2_Anime_Eyes_BagProminence_max"
"L2_Anime_Eyes_BagProminence_min"
"L2_Anime_Eyes_BagSize_max"
"L2_Anime_Eyes_BagSize_min"
"L2_Anime_Eyes_Crosscalibration_max"
"L2_Anime_Eyes_Crosscalibration_min"
"L2_Anime_Eyes_InnerPosX_max"
"L2_Anime_Eyes_InnerPosX_min"
"L2_Anime_Eyes_InnerPosZ_max"
"L2_Anime_Eyes_InnerPosZ_min"
"L2_Anime_Eyes_OuterPosX_max"
"L2_Anime_Eyes_OuterPosX_min"
"L2_Anime_Eyes_OuterPosZ_max"
"L2_Anime_Eyes_OuterPosZ_min"
"L2_Anime_Eyes_PosX_max"
"L2_Anime_Eyes_PosX_min"
"L2_Anime_Eyes_PosZ_max"
"L2_Anime_Eyes_PosZ_min"
"L2_Anime_Eyes_SizeZ_max"
"L2_Anime_Eyes_SizeZ_min"
"L2_Anime_Eyes_Size_max"
"L2_Anime_Eyes_Size_min"
"L2_Anime_Eyes_TypeAlmond_max"
"L2_Anime_Eyes_TypeAlmond_min"
"L2_Anime_Eyes_TypeHooded_max"
"L2_Anime_Eyes_TypeHooded_min"
"L2_Anime_Eyes_innerSinus_max"
"L2_Anime_Eyes_innerSinus_min"
"L2_Anime_Face_Ellipsoid_max"
"L2_Anime_Face_Ellipsoid_min"
"L2_Anime_Face_Parallelepiped_max"
"L2_Anime_Face_Parallelepiped_min"
"L2_Anime_Face_Triangle_max"
"L2_Anime_Face_Triangle_min"
"L2_Anime_Forehead_Angle_max"
"L2_Anime_Forehead_Angle_min"
"L2_Anime_Forehead_Curve_max"
"L2_Anime_Forehead_Curve_min"
"L2_Anime_Forehead_SizeX_max"
"L2_Anime_Forehead_SizeX_min"
"L2_Anime_Forehead_SizeZ_max"
"L2_Anime_Forehead_SizeZ_min"
"L2_Anime_Forehead_Temple_max"
"L2_Anime_Forehead_Temple_min"
"L2_Anime_Head_CraniumDolichocephalic_max"
"L2_Anime_Head_CraniumDolichocephalic_min"
"L2_Anime_Head_CraniumPentagonoides_max"
"L2_Anime_Head_CraniumPentagonoides_min"
"L2_Anime_Head_CraniumPlatycephalus_max"
"L2_Anime_Head_CraniumPlatycephalus_min"
"L2_Anime_Head_Flat_max"
"L2_Anime_Head_Flat_min"
"L2_Anime_Head_Nucha_max"
"L2_Anime_Head_Nucha_min"
"L2_Anime_Jaw_Angle2_max"
"L2_Anime_Jaw_Angle2_min"
"L2_Anime_Jaw_Angle_max"
"L2_Anime_Jaw_Angle_min"
"L2_Anime_Jaw_LocY_max"
"L2_Anime_Jaw_LocY_min"
"L2_Anime_Jaw_Prominence_max"
"L2_Anime_Jaw_Prominence_min"
"L2_Anime_Jaw_ScaleX_max"
"L2_Anime_Jaw_ScaleX_min"
"L2_Anime_Legs_CalfGirth_min"
"L2_Anime_Legs_KneeProminence_min"
"L2_Anime_Legs_KneeSize_max"
"L2_Anime_Legs_UpperlegsMass-UpperlegsTone_max-max"
"L2_Anime_Legs_UpperlegsMass-UpperlegsTone_max-min"
"L2_Anime_Legs_UpperlegsMass-UpperlegsTone_min-max"
"L2_Anime_Mouth_CornersPosZ_max"
"L2_Anime_Mouth_CornersPosZ_min"
"L2_Anime_Mouth_LowerlipExt_max"
"L2_Anime_Mouth_LowerlipExt_min"
"L2_Anime_Mouth_LowerlipSizeZ_max"
"L2_Anime_Mouth_LowerlipSizeZ_min"
"L2_Anime_Mouth_LowerlipVolume_max"
"L2_Anime_Mouth_LowerlipVolume_min"
"L2_Anime_Mouth_PhiltrumProminence_max"
"L2_Anime_Mouth_PhiltrumProminence_min"
"L2_Anime_Mouth_PhiltrumSizeX_max"
"L2_Anime_Mouth_PhiltrumSizeX_min"
"L2_Anime_Mouth_PhiltrumSizeY_max"
"L2_Anime_Mouth_PhiltrumSizeY_min"
"L2_Anime_Mouth_PosY_max"
"L2_Anime_Mouth_PosY_min"
"L2_Anime_Mouth_PosZ_max"
"L2_Anime_Mouth_PosZ_min"
"L2_Anime_Mouth_Protusion_max"
"L2_Anime_Mouth_Protusion_min"
"L2_Anime_Mouth_SideCrease_max"
"L2_Anime_Mouth_SideCrease_min"
"L2_Anime_Mouth_SizeX_max"
"L2_Anime_Mouth_SizeX_min"
"L2_Anime_Mouth_UpperlipExt_max"
"L2_Anime_Mouth_UpperlipExt_min"
"L2_Anime_Mouth_UpperlipSizeZ_max"
"L2_Anime_Mouth_UpperlipSizeZ_min"
"L2_Anime_Mouth_UpperlipVolume_max"
"L2_Anime_Mouth_UpperlipVolume_min"
"L2_Anime_Neck_Length_min"
"L2_Anime_Neck_Mass-Tone_max-max"
"L2_Anime_Neck_Mass-Tone_max-min"
"L2_Anime_Neck_Mass-Tone_min-min"
"L2_Anime_Neck_SideCurve_max"
"L2_Anime_Neck_Size_min"
"L2_Anime_Neck_TrapeziousSize_max"
"L2_Anime_Nose_BallSizeX_max"
"L2_Anime_Nose_BallSizeX_min"
"L2_Anime_Nose_BasePosZ_max"
"L2_Anime_Nose_BasePosZ_min"
"L2_Anime_Nose_BaseShape_max"
"L2_Anime_Nose_BaseShape_min"
"L2_Anime_Nose_BaseSizeX_max"
"L2_Anime_Nose_BaseSizeX_min"
"L2_Anime_Nose_BaseSizeZ_max"
"L2_Anime_Nose_BaseSizeZ_min"
"L2_Anime_Nose_BridgeSizeX_max"
"L2_Anime_Nose_BridgeSizeX_min"
"L2_Anime_Nose_Curve_max"
"L2_Anime_Nose_Curve_min"
"L2_Anime_Nose_GlabellaPosZ_max"
"L2_Anime_Nose_GlabellaPosZ_min"
"L2_Anime_Nose_GlabellaSizeX_max"
"L2_Anime_Nose_GlabellaSizeX_min"
"L2_Anime_Nose_GlabellaSizeY_max"
"L2_Anime_Nose_GlabellaSizeY_min"
"L2_Anime_Nose_NostrilCrease_max"
"L2_Anime_Nose_NostrilCrease_min"
"L2_Anime_Nose_NostrilDiam_max"
"L2_Anime_Nose_NostrilDiam_min"
"L2_Anime_Nose_NostrilPosZ_max"
"L2_Anime_Nose_NostrilPosZ_min"
"L2_Anime_Nose_NostrilSizeX_max"
"L2_Anime_Nose_NostrilSizeX_min"
"L2_Anime_Nose_NostrilSizeY_max"
"L2_Anime_Nose_NostrilSizeY_min"
"L2_Anime_Nose_NostrilSizeZ_max"
"L2_Anime_Nose_NostrilSizeZ_min"
"L2_Anime_Nose_PosY_max"
"L2_Anime_Nose_PosY_min"
"L2_Anime_Nose_SeptumFlat_max"
"L2_Anime_Nose_SeptumFlat_min"
"L2_Anime_Nose_SeptumRolled_max"
"L2_Anime_Nose_SeptumRolled_min"
"L2_Anime_Nose_SizeY_max"
"L2_Anime_Nose_SizeY_min"
"L2_Anime_Nose_TipAngle_max"
"L2_Anime_Nose_TipAngle_min"
"L2_Anime_Nose_TipPosY_max"
"L2_Anime_Nose_TipPosY_min"
"L2_Anime_Nose_TipPosZ_max"
"L2_Anime_Nose_TipPosZ_min"
"L2_Anime_Nose_TipSize_max"
"L2_Anime_Nose_TipSize_min"
"L2_Anime_Nose_WingAngle_max"
"L2_Anime_Nose_WingAngle_min"
"L2_Anime_Nose_WingBackFlat_max"
"L2_Anime_Nose_WingBump_max"
"L2_Anime_Nose_WingBump_min"
"L2_Anime_Pelvis_GluteusMass-GluteusTone_max-max"
"L2_Anime_Pelvis_GluteusMass-GluteusTone_max-min"
"L2_Anime_Shoulders_Mass-Tone_max-min"
"L2_Anime_Shoulders_Mass-Tone_min-min"
"L2_Asian_Cheeks_CreaseExt_max"
"L2_Asian_Cheeks_CreaseExt_min"
"L2_Asian_Cheeks_InfraVolume_max"
"L2_Asian_Cheeks_InfraVolume_min"
"L2_Asian_Cheeks_Mass-Tone_max-max"
"L2_Asian_Cheeks_Mass-Tone_max-min"
"L2_Asian_Cheeks_Mass-Tone_min-max"
"L2_Asian_Cheeks_Mass-Tone_min-min"
"L2_Asian_Cheeks_SideCrease_max"
"L2_Asian_Cheeks_SideCrease_min"
"L2_Asian_Cheeks_ZygomPosZ_max"
"L2_Asian_Cheeks_ZygomPosZ_min"
"L2_Asian_Cheeks_Zygom_max"
